Date,Location,State,Latitude,Longitude,MinTemp,MaxTemp,Rainfall
13/02/2009,Albury,New South Wales,-36.0737,146.9135,14.6,29,3
14/02/2009,Albury,New South Wales,-36.0737,146.9135,12.4,29.2,0
15/02/2009,Albury,New South Wales,-36.0737,146.9135,13.3,31.3,0
16/02/2009,Albury,New South Wales,-36.0737,146.9135,17.2,31.1,0
17/02/2009,Albury,New South Wales,-36.0737,146.9135,12.5,28.8,0
18/02/2009,Albury,New South Wales,-36.0737,146.9135,18,32,0
19/02/2009,Albury,New South Wales,-36.0737,146.9135,16.2,34,0
20/02/2009,Albury,New South Wales,-36.0737,146.9135,18.7,29.1,0
21/02/2009,Albury,New South Wales,-36.0737,146.9135,13.7,31.7,0
22/02/2009,Albury,New South Wales,-36.0737,146.9135,15.5,33.2,0
23/02/2009,Albury,New South Wales,-36.0737,146.9135,14.3,34,0
24/02/2009,Albury,New South Wales,-36.0737,146.9135,12.9,29.6,0
25/02/2009,Albury,New South Wales,-36.0737,146.9135,8.9,31.9,0
26/02/2009,Albury,New South Wales,-36.0737,146.9135,15,32.7,0
27/02/2009,Albury,New South Wales,-36.0737,146.9135,15.4,32.6,0
28/02/2009,Albury,New South Wales,-36.0737,146.9135,16,34.5,0
1/03/2009,Albury,New South Wales,-36.0737,146.9135,12.8,30.3,0
2/03/2009,Albury,New South Wales,-36.0737,146.9135,13.2,31.9,0
3/03/2009,Albury,New South Wales,-36.0737,146.9135,18,31.1,0
4/03/2009,Albury,New South Wales,-36.0737,146.9135,13.8,22.1,0.2
5/03/2009,Albury,New South Wales,-36.0737,146.9135,11.5,22,0
6/03/2009,Albury,New South Wales,-36.0737,146.9135,7.6,24,0
7/03/2009,Albury,New South Wales,-36.0737,146.9135,8.3,27.9,0
8/03/2009,Albury,New South Wales,-36.0737,146.9135,11,30.2,0
9/03/2009,Albury,New South Wales,-36.0737,146.9135,13.8,31.8,0
10/03/2009,Albury,New South Wales,-36.0737,146.9135,15.5,32,0
11/03/2009,Albury,New South Wales,-36.0737,146.9135,18.4,30.5,1.2
12/03/2009,Albury,New South Wales,-36.0737,146.9135,20.9,25.7,0
13/03/2009,Albury,New South Wales,-36.0737,146.9135,17.1,25.8,5.8
14/03/2009,Albury,New South Wales,-36.0737,146.9135,16.4,27,3
15/03/2009,Albury,New South Wales,-36.0737,146.9135,10,19.7,11.6
16/03/2009,Albury,New South Wales,-36.0737,146.9135,8.8,21.9,0
17/03/2009,Albury,New South Wales,-36.0737,146.9135,8.4,25.3,0
18/03/2009,Albury,New South Wales,-36.0737,146.9135,9.3,28,0
19/03/2009,Albury,New South Wales,-36.0737,146.9135,11.3,30.1,0
20/03/2009,Albury,New South Wales,-36.0737,146.9135,11.5,33.5,0
21/03/2009,Albury,New South Wales,-36.0737,146.9135,13.8,33.6,0
22/03/2009,Albury,New South Wales,-36.0737,146.9135,14.6,30,0
23/03/2009,Albury,New South Wales,-36.0737,146.9135,14.4,31.6,0
24/03/2009,Albury,New South Wales,-36.0737,146.9135,10.8,31.9,0
25/03/2009,Albury,New South Wales,-36.0737,146.9135,15.4,22.3,0.4
26/03/2009,Albury,New South Wales,-36.0737,146.9135,13.3,29.8,1.8
27/03/2009,Albury,New South Wales,-36.0737,146.9135,10.1,27.6,0
28/03/2009,Albury,New South Wales,-36.0737,146.9135,9.1,28.9,0
29/03/2009,Albury,New South Wales,-36.0737,146.9135,10.4,31.2,0
30/03/2009,Albury,New South Wales,-36.0737,146.9135,13.4,30.4,0
31/03/2009,Albury,New South Wales,-36.0737,146.9135,12.3,29.9,0
1/04/2009,Albury,New South Wales,-36.0737,146.9135,12.2,30.6,0
2/04/2009,Albury,New South Wales,-36.0737,146.9135,14.3,32.1,0
3/04/2009,Albury,New South Wales,-36.0737,146.9135,18.4,28.1,8.6
4/04/2009,Albury,New South Wales,-36.0737,146.9135,10.7,21.4,12.6
5/04/2009,Albury,New South Wales,-36.0737,146.9135,7.8,21.7,0
6/04/2009,Albury,New South Wales,-36.0737,146.9135,8.1,21.4,0
7/04/2009,Albury,New South Wales,-36.0737,146.9135,7.5,22.5,0
8/04/2009,Albury,New South Wales,-36.0737,146.9135,8.2,24,0
9/04/2009,Albury,New South Wales,-36.0737,146.9135,8.1,25.7,0
10/04/2009,Albury,New South Wales,-36.0737,146.9135,11.6,26.7,0
11/04/2009,Albury,New South Wales,-36.0737,146.9135,13,24.9,8.4
12/04/2009,Albury,New South Wales,-36.0737,146.9135,13.5,24.2,6.2
13/04/2009,Albury,New South Wales,-36.0737,146.9135,9.9,25.4,0
14/04/2009,Albury,New South Wales,-36.0737,146.9135,12.2,25,0
15/04/2009,Albury,New South Wales,-36.0737,146.9135,10.7,21.9,0
16/04/2009,Albury,New South Wales,-36.0737,146.9135,3.5,20,0
17/04/2009,Albury,New South Wales,-36.0737,146.9135,6.6,21.6,0
18/04/2009,Albury,New South Wales,-36.0737,146.9135,7,23.4,0
19/04/2009,Albury,New South Wales,-36.0737,146.9135,11.2,23.9,0
20/04/2009,Albury,New South Wales,-36.0737,146.9135,7.4,22,0
21/04/2009,Albury,New South Wales,-36.0737,146.9135,5.7,21.4,0
22/04/2009,Albury,New South Wales,-36.0737,146.9135,6.2,22.7,0
23/04/2009,Albury,New South Wales,-36.0737,146.9135,6,22.9,0
24/04/2009,Albury,New South Wales,-36.0737,146.9135,10.6,16.2,0
25/04/2009,Albury,New South Wales,-36.0737,146.9135,12.9,15.8,20
26/04/2009,Albury,New South Wales,-36.0737,146.9135,8.6,12.9,21
27/04/2009,Albury,New South Wales,-36.0737,146.9135,4.5,11.5,3.2
28/04/2009,Albury,New South Wales,-36.0737,146.9135,7.6,14.5,4.8
29/04/2009,Albury,New South Wales,-36.0737,146.9135,5.4,12.2,0
30/04/2009,Albury,New South Wales,-36.0737,146.9135,2.1,16.5,0
1/05/2009,Albury,New South Wales,-36.0737,146.9135,1.8,17,0
2/05/2009,Albury,New South Wales,-36.0737,146.9135,7.2,19.2,0
3/05/2009,Albury,New South Wales,-36.0737,146.9135,4.6,18.9,0
4/05/2009,Albury,New South Wales,-36.0737,146.9135,4.2,19.1,0
5/05/2009,Albury,New South Wales,-36.0737,146.9135,5.2,18.8,0
6/05/2009,Albury,New South Wales,-36.0737,146.9135,4.1,19.3,0
7/05/2009,Albury,New South Wales,-36.0737,146.9135,3.2,18.4,0
8/05/2009,Albury,New South Wales,-36.0737,146.9135,4.3,19,0
9/05/2009,Albury,New South Wales,-36.0737,146.9135,3.7,20.5,0
10/05/2009,Albury,New South Wales,-36.0737,146.9135,5.4,19.5,0
11/05/2009,Albury,New South Wales,-36.0737,146.9135,4.3,17.7,0
12/05/2009,Albury,New South Wales,-36.0737,146.9135,3.6,18.5,0
13/05/2009,Albury,New South Wales,-36.0737,146.9135,3.6,15.1,0
14/05/2009,Albury,New South Wales,-36.0737,146.9135,6.9,16.3,0
15/05/2009,Albury,New South Wales,-36.0737,146.9135,10.3,16.6,0
16/05/2009,Albury,New South Wales,-36.0737,146.9135,12.4,16.4,1.8
17/05/2009,Albury,New South Wales,-36.0737,146.9135,3,15.6,0
18/05/2009,Albury,New South Wales,-36.0737,146.9135,2.6,19.7,0
19/05/2009,Albury,New South Wales,-36.0737,146.9135,3.7,19.1,0
20/05/2009,Albury,New South Wales,-36.0737,146.9135,5.1,18.6,0
21/05/2009,Albury,New South Wales,-36.0737,146.9135,4.4,19.8,0
22/05/2009,Albury,New South Wales,-36.0737,146.9135,4.7,19.8,0
23/05/2009,Albury,New South Wales,-36.0737,146.9135,6.2,22.9,0
24/05/2009,Albury,New South Wales,-36.0737,146.9135,6.7,21.1,0
25/05/2009,Albury,New South Wales,-36.0737,146.9135,9.3,20.3,0
26/05/2009,Albury,New South Wales,-36.0737,146.9135,11.6,18.1,4.2
27/05/2009,Albury,New South Wales,-36.0737,146.9135,8,16.2,0.8
28/05/2009,Albury,New South Wales,-36.0737,146.9135,2.6,15.7,0
29/05/2009,Albury,New South Wales,-36.0737,146.9135,2.2,16.5,0
30/05/2009,Albury,New South Wales,-36.0737,146.9135,2.2,16.8,0
31/05/2009,Albury,New South Wales,-36.0737,146.9135,1.7,17.1,0
1/06/2009,Albury,New South Wales,-36.0737,146.9135,8,14.3,1.2
2/06/2009,Albury,New South Wales,-36.0737,146.9135,8.4,13.4,1.4
3/06/2009,Albury,New South Wales,-36.0737,146.9135,10.6,14.3,4.8
4/06/2009,Albury,New South Wales,-36.0737,146.9135,8.9,17.4,8
5/06/2009,Albury,New South Wales,-36.0737,146.9135,2.8,16.1,0
6/06/2009,Albury,New South Wales,-36.0737,146.9135,1.7,10.5,0.2
7/06/2009,Albury,New South Wales,-36.0737,146.9135,4.7,11.6,14.4
8/06/2009,Albury,New South Wales,-36.0737,146.9135,9,12,4.6
9/06/2009,Albury,New South Wales,-36.0737,146.9135,6.3,8.8,2
10/06/2009,Albury,New South Wales,-36.0737,146.9135,3,10.5,5.6
11/06/2009,Albury,New South Wales,-36.0737,146.9135,-2,9.6,0
12/06/2009,Albury,New South Wales,-36.0737,146.9135,-1.3,8.2,0
13/06/2009,Albury,New South Wales,-36.0737,146.9135,1.8,12.4,0
14/06/2009,Albury,New South Wales,-36.0737,146.9135,2,15.8,0
15/06/2009,Albury,New South Wales,-36.0737,146.9135,0.5,14.9,0.4
16/06/2009,Albury,New South Wales,-36.0737,146.9135,1.2,17.7,0
17/06/2009,Albury,New South Wales,-36.0737,146.9135,0.6,15.9,0
18/06/2009,Albury,New South Wales,-36.0737,146.9135,0.5,14.7,0
19/06/2009,Albury,New South Wales,-36.0737,146.9135,0.5,15.3,0
20/06/2009,Albury,New South Wales,-36.0737,146.9135,0.9,17.3,0
21/06/2009,Albury,New South Wales,-36.0737,146.9135,7,17,1.6
22/06/2009,Albury,New South Wales,-36.0737,146.9135,5,14.9,5.6
23/06/2009,Albury,New South Wales,-36.0737,146.9135,3.9,15.5,0
24/06/2009,Albury,New South Wales,-36.0737,146.9135,7.7,14.1,6
25/06/2009,Albury,New South Wales,-36.0737,146.9135,4.7,12.2,0
26/06/2009,Albury,New South Wales,-36.0737,146.9135,6.9,13.7,4.4
27/06/2009,Albury,New South Wales,-36.0737,146.9135,8.4,11.9,0
28/06/2009,Albury,New South Wales,-36.0737,146.9135,9.3,12.3,5.4
29/06/2009,Albury,New South Wales,-36.0737,146.9135,8.2,15.7,3.6
30/06/2009,Albury,New South Wales,-36.0737,146.9135,9.1,16.1,2
1/07/2009,Albury,New South Wales,-36.0737,146.9135,8.3,13.3,8.4
2/07/2009,Albury,New South Wales,-36.0737,146.9135,8.8,11.6,5
3/07/2009,Albury,New South Wales,-36.0737,146.9135,7.6,12,7.8
4/07/2009,Albury,New South Wales,-36.0737,146.9135,5.7,13.2,0
5/07/2009,Albury,New South Wales,-36.0737,146.9135,3.4,12.4,0
6/07/2009,Albury,New South Wales,-36.0737,146.9135,0,12.1,0
7/07/2009,Albury,New South Wales,-36.0737,146.9135,-1.5,12.5,0
8/07/2009,Albury,New South Wales,-36.0737,146.9135,-1.7,13.8,0
9/07/2009,Albury,New South Wales,-36.0737,146.9135,-0.4,15,0.2
10/07/2009,Albury,New South Wales,-36.0737,146.9135,0.1,13.5,0
11/07/2009,Albury,New South Wales,-36.0737,146.9135,4.8,13.3,0.6
12/07/2009,Albury,New South Wales,-36.0737,146.9135,8.1,16.5,0.6
13/07/2009,Albury,New South Wales,-36.0737,146.9135,5.9,13.1,1
14/07/2009,Albury,New South Wales,-36.0737,146.9135,6.9,11,6.8
15/07/2009,Albury,New South Wales,-36.0737,146.9135,2.9,12.6,1.8
16/07/2009,Albury,New South Wales,-36.0737,146.9135,-0.6,13.4,0
17/07/2009,Albury,New South Wales,-36.0737,146.9135,-0.3,14.4,0.2
18/07/2009,Albury,New South Wales,-36.0737,146.9135,-1,12,0
19/07/2009,Albury,New South Wales,-36.0737,146.9135,3.2,14.1,0.6
20/07/2009,Albury,New South Wales,-36.0737,146.9135,3.6,16.5,0.2
21/07/2009,Albury,New South Wales,-36.0737,146.9135,0.8,17.7,0
22/07/2009,Albury,New South Wales,-36.0737,146.9135,6.6,12.3,0
23/07/2009,Albury,New South Wales,-36.0737,146.9135,6,13.5,9.8
24/07/2009,Albury,New South Wales,-36.0737,146.9135,-0.1,12.9,0
25/07/2009,Albury,New South Wales,-36.0737,146.9135,-0.3,12.2,0
26/07/2009,Albury,New South Wales,-36.0737,146.9135,2.1,9.8,0
27/07/2009,Albury,New South Wales,-36.0737,146.9135,1.3,8.8,0
28/07/2009,Albury,New South Wales,-36.0737,146.9135,4.2,12.7,3.8
29/07/2009,Albury,New South Wales,-36.0737,146.9135,8.3,13.2,2.4
30/07/2009,Albury,New South Wales,-36.0737,146.9135,3.3,12.1,0.2
31/07/2009,Albury,New South Wales,-36.0737,146.9135,6.5,14.5,5.2
1/08/2009,Albury,New South Wales,-36.0737,146.9135,7.4,13.9,0.2
2/08/2009,Albury,New South Wales,-36.0737,146.9135,7.5,14.1,0.8
3/08/2009,Albury,New South Wales,-36.0737,146.9135,8.3,13.8,0.8
4/08/2009,Albury,New South Wales,-36.0737,146.9135,3.2,14.7,0
5/08/2009,Albury,New South Wales,-36.0737,146.9135,5.7,13.8,5.4
6/08/2009,Albury,New South Wales,-36.0737,146.9135,5.1,17.1,0.4
7/08/2009,Albury,New South Wales,-36.0737,146.9135,8,13.9,0.8
8/08/2009,Albury,New South Wales,-36.0737,146.9135,-0.8,12.9,4.2
9/08/2009,Albury,New South Wales,-36.0737,146.9135,-1,12.2,0
10/08/2009,Albury,New South Wales,-36.0737,146.9135,1.9,14.8,0.2
11/08/2009,Albury,New South Wales,-36.0737,146.9135,5.9,17.7,0.4
12/08/2009,Albury,New South Wales,-36.0737,146.9135,6.9,14.3,4.8
13/08/2009,Albury,New South Wales,-36.0737,146.9135,7.7,11.6,0.2
14/08/2009,Albury,New South Wales,-36.0737,146.9135,6.8,15.2,1.2
15/08/2009,Albury,New South Wales,-36.0737,146.9135,2.7,17.5,0.2
16/08/2009,Albury,New South Wales,-36.0737,146.9135,5.1,15.5,1.6
17/08/2009,Albury,New South Wales,-36.0737,146.9135,4.2,13.6,3.2
18/08/2009,Albury,New South Wales,-36.0737,146.9135,0.6,15.6,0
19/08/2009,Albury,New South Wales,-36.0737,146.9135,1.6,16.4,0
20/08/2009,Albury,New South Wales,-36.0737,146.9135,5.5,18.4,0
21/08/2009,Albury,New South Wales,-36.0737,146.9135,7.3,14.8,1
22/08/2009,Albury,New South Wales,-36.0737,146.9135,0.2,14.1,6.6
23/08/2009,Albury,New South Wales,-36.0737,146.9135,5.8,18.9,3.8
24/08/2009,Albury,New South Wales,-36.0737,146.9135,8.9,17.1,1.2
25/08/2009,Albury,New South Wales,-36.0737,146.9135,7.1,12.8,2
26/08/2009,Albury,New South Wales,-36.0737,146.9135,4.2,14.4,3.6
27/08/2009,Albury,New South Wales,-36.0737,146.9135,1.1,16.7,0.4
28/08/2009,Albury,New South Wales,-36.0737,146.9135,1.1,18.6,0
29/08/2009,Albury,New South Wales,-36.0737,146.9135,7.2,17.9,4.2
30/08/2009,Albury,New South Wales,-36.0737,146.9135,6.3,11.1,13.4
31/08/2009,Albury,New South Wales,-36.0737,146.9135,6.7,14.2,1.4
1/09/2009,Albury,New South Wales,-36.0737,146.9135,5.1,14.2,3
2/09/2009,Albury,New South Wales,-36.0737,146.9135,1,16.8,0
3/09/2009,Albury,New South Wales,-36.0737,146.9135,6.1,20.7,0
4/09/2009,Albury,New South Wales,-36.0737,146.9135,6.3,16.9,1.4
5/09/2009,Albury,New South Wales,-36.0737,146.9135,2.1,15,0
6/09/2009,Albury,New South Wales,-36.0737,146.9135,1.6,16.6,0
7/09/2009,Albury,New South Wales,-36.0737,146.9135,8.3,17.6,0
8/09/2009,Albury,New South Wales,-36.0737,146.9135,5.7,16.5,0
9/09/2009,Albury,New South Wales,-36.0737,146.9135,7.5,14.3,0
12/09/2009,Albury,New South Wales,-36.0737,146.9135,6.5,24.7,0
13/09/2009,Albury,New South Wales,-36.0737,146.9135,13.2,25.1,0
14/09/2009,Albury,New South Wales,-36.0737,146.9135,4.3,17.8,0
15/09/2009,Albury,New South Wales,-36.0737,146.9135,1.6,17.2,0
16/09/2009,Albury,New South Wales,-36.0737,146.9135,2.8,21.1,0
17/09/2009,Albury,New South Wales,-36.0737,146.9135,6.3,19,0
18/09/2009,Albury,New South Wales,-36.0737,146.9135,7.4,20.4,10.2
19/09/2009,Albury,New South Wales,-36.0737,146.9135,5.4,20.6,0
20/09/2009,Albury,New South Wales,-36.0737,146.9135,8,18.9,0.4
21/09/2009,Albury,New South Wales,-36.0737,146.9135,3.7,19,0.2
22/09/2009,Albury,New South Wales,-36.0737,146.9135,11.5,20.2,8.4
23/09/2009,Albury,New South Wales,-36.0737,146.9135,9.3,16.8,28.8
24/09/2009,Albury,New South Wales,-36.0737,146.9135,8.2,18.2,1.4
25/09/2009,Albury,New South Wales,-36.0737,146.9135,5.3,20.6,0
26/09/2009,Albury,New South Wales,-36.0737,146.9135,6.8,12.2,6
27/09/2009,Albury,New South Wales,-36.0737,146.9135,4.5,12.9,1.6
28/09/2009,Albury,New South Wales,-36.0737,146.9135,5.5,17.9,0
29/09/2009,Albury,New South Wales,-36.0737,146.9135,1.7,17,0
30/09/2009,Albury,New South Wales,-36.0737,146.9135,4,21.4,0
1/10/2009,Albury,New South Wales,-36.0737,146.9135,8.9,21.1,0
2/10/2009,Albury,New South Wales,-36.0737,146.9135,11.7,22,0
3/10/2009,Albury,New South Wales,-36.0737,146.9135,8.5,13.5,3.2
4/10/2009,Albury,New South Wales,-36.0737,146.9135,9.6,16.2,1.8
5/10/2009,Albury,New South Wales,-36.0737,146.9135,8.3,19.7,0.2
6/10/2009,Albury,New South Wales,-36.0737,146.9135,5.2,16.2,0
7/10/2009,Albury,New South Wales,-36.0737,146.9135,3.8,15.9,3.6
8/10/2009,Albury,New South Wales,-36.0737,146.9135,1.2,16.3,0
9/10/2009,Albury,New South Wales,-36.0737,146.9135,3.2,18.2,0
10/10/2009,Albury,New South Wales,-36.0737,146.9135,4.6,19,0
11/10/2009,Albury,New South Wales,-36.0737,146.9135,6.4,18.7,0
12/10/2009,Albury,New South Wales,-36.0737,146.9135,5.8,23.3,0
13/10/2009,Albury,New South Wales,-36.0737,146.9135,6.6,17.7,2
14/10/2009,Albury,New South Wales,-36.0737,146.9135,9.5,15.1,7
15/10/2009,Albury,New South Wales,-36.0737,146.9135,9.7,15.7,1.4
16/10/2009,Albury,New South Wales,-36.0737,146.9135,4.1,16.6,6.8
17/10/2009,Albury,New South Wales,-36.0737,146.9135,4.6,19.2,0
18/10/2009,Albury,New South Wales,-36.0737,146.9135,5.1,20.3,0
19/10/2009,Albury,New South Wales,-36.0737,146.9135,5.1,22.7,0
20/10/2009,Albury,New South Wales,-36.0737,146.9135,6.9,26.6,0
21/10/2009,Albury,New South Wales,-36.0737,146.9135,8.8,27.1,0
22/10/2009,Albury,New South Wales,-36.0737,146.9135,9.1,27.1,0
23/10/2009,Albury,New South Wales,-36.0737,146.9135,8.1,23.9,0
24/10/2009,Albury,New South Wales,-36.0737,146.9135,7.4,25.4,0
25/10/2009,Albury,New South Wales,-36.0737,146.9135,10.6,23.1,0
26/10/2009,Albury,New South Wales,-36.0737,146.9135,10.8,22,0
27/10/2009,Albury,New South Wales,-36.0737,146.9135,5.9,24.1,0
28/10/2009,Albury,New South Wales,-36.0737,146.9135,11.3,26.8,0
29/10/2009,Albury,New South Wales,-36.0737,146.9135,14.5,26.9,0
30/10/2009,Albury,New South Wales,-36.0737,146.9135,13.7,29.1,0
31/10/2009,Albury,New South Wales,-36.0737,146.9135,15.6,30.8,0
1/11/2009,Albury,New South Wales,-36.0737,146.9135,17.8,34,0
2/11/2009,Albury,New South Wales,-36.0737,146.9135,18.7,32.4,0
3/11/2009,Albury,New South Wales,-36.0737,146.9135,18.7,24.3,0
4/11/2009,Albury,New South Wales,-36.0737,146.9135,10,23.2,0
5/11/2009,Albury,New South Wales,-36.0737,146.9135,6.6,25.3,0
6/11/2009,Albury,New South Wales,-36.0737,146.9135,10.8,27.9,0
7/11/2009,Albury,New South Wales,-36.0737,146.9135,11.3,29.8,0
8/11/2009,Albury,New South Wales,-36.0737,146.9135,13.5,31.8,0
9/11/2009,Albury,New South Wales,-36.0737,146.9135,15.4,33.4,0
10/11/2009,Albury,New South Wales,-36.0737,146.9135,15.9,35.2,0
11/11/2009,Albury,New South Wales,-36.0737,146.9135,17.1,36,0
12/11/2009,Albury,New South Wales,-36.0737,146.9135,16.7,35.1,0
13/11/2009,Albury,New South Wales,-36.0737,146.9135,18.1,32.8,0
14/11/2009,Albury,New South Wales,-36.0737,146.9135,13.4,35.4,0
15/11/2009,Albury,New South Wales,-36.0737,146.9135,17.2,36.3,0
16/11/2009,Albury,New South Wales,-36.0737,146.9135,15.3,35.1,0
17/11/2009,Albury,New South Wales,-36.0737,146.9135,12.1,30.5,0
18/11/2009,Albury,New South Wales,-36.0737,146.9135,11.4,33.5,0
19/11/2009,Albury,New South Wales,-36.0737,146.9135,18.6,39.7,0
20/11/2009,Albury,New South Wales,-36.0737,146.9135,15.3,38.2,0
21/11/2009,Albury,New South Wales,-36.0737,146.9135,19.3,21,10.6
22/11/2009,Albury,New South Wales,-36.0737,146.9135,18.3,28.3,25.8
23/11/2009,Albury,New South Wales,-36.0737,146.9135,11.9,23.6,0.4
24/11/2009,Albury,New South Wales,-36.0737,146.9135,12.8,25.8,0
25/11/2009,Albury,New South Wales,-36.0737,146.9135,17.2,32.9,0
26/11/2009,Albury,New South Wales,-36.0737,146.9135,21,34.5,0
27/11/2009,Albury,New South Wales,-36.0737,146.9135,15.9,26.2,10.2
28/11/2009,Albury,New South Wales,-36.0737,146.9135,17.1,26.4,0
29/11/2009,Albury,New South Wales,-36.0737,146.9135,12.8,22.3,9.4
30/11/2009,Albury,New South Wales,-36.0737,146.9135,13.2,23.9,2.4
1/12/2009,Albury,New South Wales,-36.0737,146.9135,12.3,23.6,0
